ETC_20150211_000001	케파	Kepa
ETC_20150211_000358	얼음 기둥	Pillar of ice
ETC_20150211_000359	모닥불	Bonfire
ETC_20150211_000360	지뢰	Mine
ETC_20150211_000361	파비스	Pavise
ETC_20150211_000362	서브제로쉴드	Subzero Shield
ETC_20150211_000363	주사위	Dice
ETC_20150211_000364	투석기	Catapult
ETC_20150211_000365	나비 덤불	Thicket of butterfly
ETC_20150211_000366	가시덤불	Bramble Bush
ETC_20150211_000367	검 연습대	Sword Pell
ETC_20150211_000368	미끼	Bait
ETC_20150211_000369	타격오브젝트	Hit object
ETC_20150211_000370	긴팔 나무	Long-sleeved tree
ETC_20150211_000371	관목이 잔가지를 버리고  두 개의 가지를 사용하여 공격하는 형태로 변이된 몬스터입니다.	Shrubs discard the twig is a monster that has been mutated into a form that attacks using the two types.
ETC_20150211_000372	락터	Rakter
ETC_20150211_000373	베누켈로스	Venucelos
ETC_20150211_000374	일설에 의하면 경비견은 자카리엘 대왕이 손수 시안을 잡아 만든 것이라 합니다.	According to one theory, guard dog is what Zasharieru the Great was kept themselves cyan.
ETC_20150211_000375	묘지 골렘	Cemetery Golem 
ETC_20150211_000376	케파치프틴	Kepachipuchin
ETC_20150211_000377	포아타	Poata
ETC_20150211_000378	데드본	Deadbone
ETC_20150211_000379	샐러맨더	Salamander
ETC_20150211_000380	살티스터	Saltistter
ETC_20150211_000381	긴클라스	Long class
ETC_20150211_000382	석화고래	Stone Whale
ETC_20150211_000383	투투	Tutu
ETC_20150211_000384	요나졸렘	Yonazolem
ETC_20150211_000385	마스터 지니	Master Ginny
ETC_20150211_000386	비테레지나	BiteRegina
ETC_20150211_000387	일티스워트	Iltiswort
ETC_20150211_000388	자이언트 레드 우드	Giant Red Wood
ETC_20150211_000389	레푸스	Lepus
ETC_20150211_000390	머슈카리아	Mushcaria
ETC_20150211_000391	체이퍼	Chafer
ETC_20150211_000392	가이갈라스	Gaigalas
ETC_20150211_000393	쓰론위버	Throneweaver
ETC_20150211_000394	베브라스피온	Bebraspion
ETC_20150211_000395	눅눅한 머쉬워트	Soggy Mushwort
ETC_20150211_000396	스파르나스	sparnas
ETC_20150211_000397	마인로더	Mineloader
ETC_20150211_000398	라자토드	Rajatoad
ETC_20150211_000399	섀도게일러	ShadowGaoler
ETC_20150211_000400	헬가세르클	Helgasercle
ETC_20150211_000401	네크로벤터	Necroventer
ETC_20150211_000402	꿈틀대는 루토푸스	Wriggling Lutopus
ETC_20150211_000403	링크롤러	Rinkroller
ETC_20150211_000404	락토르투가	Rocktortuga
ETC_20150211_000405	예쿱	Yekub
ETC_20150211_000406	독포자 리타스워트	Poisonous RytaSwort
ETC_20150211_000407	라바인피드	Ravinepede
ETC_20150211_000408	네더보바인	NetherBovine
ETC_20150211_000409	광폭해진 카너버	Kasunabba you have wider
ETC_20150211_000410	툼로드	TombLord
ETC_20150211_000411	에하트	Achat
ETC_20150211_000412	쉬나임	Shnayim
ETC_20150211_000413	허니핀	Honeypin
ETC_20150211_000414	라자펄	Rajapearl
ETC_20150211_000415	사이클롭스	Cyclops
ETC_20150211_000416	아콘	Archon
ETC_20150211_000417	캐러페이스	Carapace
ETC_20150211_000418	웨어울프	Werewolf
ETC_20150211_000419	티니	Knee
ETC_20150211_000420	귀여운 외모 덕에 많은 사람들이 티니를 길들이려 하였으나 성공한 적이 없다고합니다.	Thanks to the cute looks, but a lot of people were Girudo~uruiryo the knee, and that there is no that it was successful.
ETC_20150211_000421	트리암불로	TreeAmbulo
ETC_20150211_000422	트리암불로는 마계에 기원한 몬스터로 선입견과 달리 생물이나 사물이 변형된 몬스터가 아닙니다.	Tree Gang Hyee is different from the prejudice in the monster that was originated in Makai, there is no monster creatures and things have been deformed.
ETC_20150211_000423	골렘릿	Golemlet
ETC_20150211_000424	부베스콰	Vubbesquior
ETC_20150211_000425	스피온	Spion
ETC_20150211_000426	잘 훈련시키면 주인을 따릅니다. 문제는 그 주인이란 대개 마족이란 점입니다.	Please follow the owner if ask well trained. Problem, and its owner, is that usually, that Asmodian.
ETC_20150211_000427	미티스램파	Mitislampa
ETC_20150211_000428	스페컬	Speckerl
ETC_20150211_000429	스캡	skap
ETC_20150211_000430	쉬레디드	Shredded
ETC_20150211_000431	쉬레디드는 마족이 강력한 원혼으로 몬스터를 만들 때 떨어져 나온 부산물에서 기원한 몬스터입니다.	Shuredi take Asmodian is the monster that was derived from the by-product that came out away when you create a monster into a powerful ghost.
ETC_20150211_000432	에큐바이트	Yekubite
ETC_20150211_000433	예쿱은 마계에서 악명를 떨친 존재이며 많은 분신을 낳아 세상에 퍼뜨렸습니다. 에큐바이트는 그런 분신들에게 붙여진 이름입니다.	I~ekupu is the presence of sieved Akumyonruru in Makai, it was spread in the world to produce a lot of alter ego. Ecu bytes is the name given to such alter ego.
ETC_20150211_000434	샤드스태튜	Shardstatue
ETC_20150211_000435	신성이 떠난 여신상에 빙의한 마족이 자신만의 피조물로 만든 몬스터입니다.	Asmodian who possessed the goddess image God has left is the monster made of creatures of their own.
ETC_20150211_000436	데드본스캡	Deadbone Scap
ETC_20150211_000437	사이어	Cire
ETC_20150211_000438	정확히는 초목이 변형된 몬스터가 아니라 썩어가는 초목이 생명을 얻은 것이라 합니다만, 그 흔적은 찾기 쉽지 않습니다.	Precisely not the monster plants is deformed, it is what rotten plants got life, but it is not easy to find the traces.
ETC_20150211_000439	리타스펑	Lithaspung
ETC_20150211_000440	티스펑	Teesbang
ETC_20150211_000441	머쉬펑	mushpung
ETC_20150211_000442	트리굴	Tsurikaki
ETC_20150211_000443	몬스터로 변한 후 목질이 단단해지고 잎이 없어진 트리굴은 없어진 광합성 능력을 사냥으로 보충합니다.	After changes to the monster, Tsurikaki the leaves no longer become hard wood is to replenish the lost photosynthetic capacity to hunt.
ETC_20150211_000444	시스트	Cyst
ETC_20150211_000445	암몬	Ammon
ETC_20150211_000446	암몬은 고대부터 존재한 몬스터로 많은 사람을 해쳐왔습니다. 	Ammon has been harm a lot of people to monsters that exist from ancient times.
ETC_20150211_000447	오페러	Operor
ETC_20150211_000448	오페러는 비교적 원형을 유지하고 있는 몬스터지만, 그 공격성과 사나움은 심해졌습니다.	Ofera the monster that has maintained a relatively prototype, now badly that aggression and violence.
ETC_20150211_000449	체이퍼러	Chafperor
ETC_20150211_000450	벌과 딱정벌레의 장점에 변이된 몬스터의 사나움이 깃든 몬스터입니다. 벌처럼 체계를 지닙니다.	It is a bee and beetle advantage monsters severity of the mutated monster was filling in of. I have a system like suit.
ETC_20150211_000451	러바인러바	RavineLerva
ETC_20150211_000452	식물변형이란 점이 밝혀지기 전에는 어떤 몬스터의 유충이 아닌가 추측이 있었습니다.	Plant deformation and the point is there was speculation that it is the larvae of some of the monsters before become apparent.
ETC_20150211_000453	네더카프	Nethercaffe
ETC_20150211_000454	인프로갈라스	Infrogalas
ETC_20150211_000455	카니버펑	Carneybeopeong
ETC_20150211_000456	베스퍼	Vespa
ETC_20150211_000457	왕릉에 서식하던 동물이 근래에 마기의 영향을 받아 변형된 몬스터입니다.	Animals that lived in the king tomb is, it is a monster that has been deformed in recent years by the influence of the Magi.
ETC_20150211_000458	카라스	Crow
ETC_20150211_000459	엄밀히는 골렘의 일종이나 만든이의 염원이 담긴 이름을 지닌 마법피조물입니다.	Strictly speaking, it is a creature of magic whose name wishes of golem of a kind and creator was filling.
ETC_20150211_000460	에하드	Echad
ETC_20150211_000461	왕릉을 수호하기 위해 만들어진 마법피조물이며 약하지만 여신의 힘도 깃들어 마족에게 강한 편입니다.	Is a creature of magic that was created to protect the king tomb, about, however, it is the stronger the Asmodian also been rice goddess of power.
ETC_20150211_000462	쉬타임	Shtayim
ETC_20150211_000463	외양과 달리 이 마법피조물에는 여신의 축복이 깃들어 있어 마족에게 치명적일 수 있습니다.	Unlike appearance, creatures of this magic has been put blessing of goddess, can be fatal to Asmodian.
ETC_20150211_000464	툼싱커	Tombsinker
ETC_20150211_000465	툼싱커를 비롯한 왕릉에 배치된 것들은 특별히 마족의 침입에 강하도록 만들어졌습니다.	Those that have been placed in the king tomb, including the Tomb sinker, it has been made to the river especially Asmodian of intrusion.
ETC_20150211_000466	그라즈타스	Graztaz
ETC_20150211_000467	어보거스트	Abogust
ETC_20150211_000468	위버	Weaver
ETC_20150211_000469	위버가 돌로 된 실을 잣는다는 소문이 있습니다.	Weaver is a thread made of stone there is a real thing rumors of pine.
ETC_20150211_000470	할로우벤터	Hallowventer
ETC_20150211_000471	그들 머리 부분의 깊은 공허를 직시하지 마십시오.	Please do not look directly into the deep space of part of their heads.
ETC_20150211_000472	멜리치	Meleech
ETC_20150211_000473	단단하고 독성이 있으며 무엇보다 흡혈 본능이 남아 있습니다.	Firm, is toxic, there are still blood-sucking instinct than anything else.
ETC_20150211_000474	인프로 샐러맨더	Infro Salamander
ETC_20150211_000475	졸렘	Zolrem
ETC_20150211_000476	졸렘이 일반 골렘과 다른 차이점은 마법이 아닌 다른 기운에 의해 움직인다는 점입니다.  	Joruremu the difference between general golem is not a magic, is that you move by other aura.
ETC_20150211_000477	케파레이더	Kepareda
ETC_20150211_000478	케파가 연상되어 명칭이 붙었지만, 엄연히 마계를 기원으로 하는 몬스터입니다.	Kepa was with a name is associative, but it is a monster that the authoritatively and Makai and origin.
ETC_20150211_000479	머슈카펑	Mushcarfung
ETC_20150211_000480	우드고블린	Woodgoblin
ETC_20150211_000481	부베가 마족의 사주를 받아 불러낸 마물의 일종입니다. 경로는 모르지만 부베가 활동하지 않는 지역에서도 나타나곤 합니다.	An evil embellish summoned by the Vubbes. Sometimes appear even in areas where Vubbes do not show up.
ETC_20150211_000482	붉은 우드고블린	Red Wood Goblin
ETC_20150211_000483	템플슬레이브	Templeslave
ETC_20150211_000484	링링	Ringring
ETC_20150211_000485	우딘	Woodin
ETC_20150211_000486	스톤오르카	Stone Orca
ETC_20150211_000487	변이형 몬스터가 돌고래라는 특정한 형태를 갖춰 그에 맞는 특성을 보이는 흔치 않은 특징의 몬스터입니다. 석화고래의 소형에 해당합니다.	and a particular form of the mutant monster called dolphin, it is one of the few features monster of indicating the appropriate characteristics to it. It corresponds to the small size of petrified whale.
ETC_20150211_000488	라자펄라이트	Rajapearlite
ETC_20150211_000489	드레이프	Drape
ETC_20150211_000490	날카로운 꼬리 때문에 클라이라 종류로 여겨졌지만 호박성 광물을 기원으로 변형된 몬스터로 보입니다.	It has been a client and type for sharp tail, but looks to the deformation of the pumpkin mineral origin monster.
ETC_20150211_000491	인프로홀더	Infroholder
ETC_20150211_000492	마족이 출현이 빈번해지자 그로부터 많은 변종이 생겼는데, 인프로홀더 역시 그런 몬스터의 하나입니다.	Although there from many subspecies and Asmodian is become frequent appearance occurs, is one holder also of such monsters in infrastructure.
ETC_20150211_000493	레푸스버니	Repusbunny
ETC_20150211_000494	한때는 인간에게 친숙한 동물이었지만, 지금은 곰보다 위험한 생물입니다.	In the past it was human to familiar animals, but now is a dangerous creature than the bear.
ETC_20150211_000495	누워트	Nuwort
ETC_20150211_000496	청옥조	Beadbird
ETC_20150211_000497	미노스	Minos
ETC_20150211_000498	아모리	Amorites
ETC_20150211_000499	아모리는 갑옷이 악한 기운에 물든 것으로 듀라한과는 차이가 있습니다.	Amorites is the Dullahan with what armor is stained aura of evil there is a difference.
ETC_20150211_000500	마인레버	Mine Lever
ETC_20150211_000501	섀도게일러_소환물	ShadowGaoler_summon
ETC_20150211_000502	하운드	Hound
ETC_20150211_000503	대체 저것을 등에 달린 꼬리라고 해야 할까요?	You should be an alternative with it like tail?
ETC_20150211_000504	스타울리트	Stoulet
ETC_20150211_000505	마족치고는 강자를 존경하는 특징이 있습니다. 약자에겐 잔혹하고 강자에겐 더 적극적으로 공격하니 결국 별 차이는 없습니다.	As Asmodian There are features that respect the strong man. The cruel and the strong to the weak, if more aggressive attack, ultimately there is no big difference.
ETC_20150211_000506	라자태드폴	Rajatadpole
ETC_20150211_000507	촉수	Tentacles
ETC_20150211_000508	인프로버크	InfroBurk
ETC_20150211_000509	인프로버크가 어떤 몬스터의 소형인지 확실하지 않습니다. 확실한 점은 사납다는 것입니다.	Burke is you do not know what kind of monster of small infrastructure. and certain of is that you Sanapuda.
ETC_20150211_000510	만다라병사	Mandara soldier
ETC_20150211_000511	밤의시녀	NightMaiden
ETC_20150211_000512	워그	Worg
ETC_20150211_000513	살티스도터	Saltisdaughter
ETC_20150211_000514	뇌옥투사	Prisonfighter
ETC_20150211_000515	심심하면 같은 마족 병사도 살해하는 자들입니다.	When bored, it is people who also killed soldiers of the same Asmodian.
ETC_20150211_000516	틈게	Greentoshell
ETC_20150211_000517	스파니히트	Sparnicht
ETC_20150211_000518	인프로락터	Infro Rocktor
ETC_20150211_000519	거북과 광물이 변이결합한 몬스터의 작은 종류입니다. 모여있어도 동족간의 유대없이 독자적으로 활동합니다.	Turtle and minerals is the small class of change bound monster. The Zu ties cognate even have gathered, you can own activities.
ETC_20150211_000520	카타콤 마고트	Catacombs entry
ETC_20150211_000521	마고트에그	Margot Egg
ETC_20150211_000522	초록 마고트	Green Margot
ETC_20150211_000523	노란 마고트	Yellow of entry
ETC_20150211_000524	초록 마고트에그	Green Margot Egg
ETC_20150211_000525	노란 마고트에그	Yellow Margot Egg
